system:index,mean_albedo,month,season,year,.geo
2006_02_18,456.07622493512775,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_19,458.2877100580658,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_20,462.77704213834244,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_21,466.0106854409219,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_22,469.18459123126144,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_23,470.12339390465064,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_24,471.7341997928944,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_25,472.9872645124458,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_26,475.7087731886545,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_27,478.9910421805628,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_02_28,483.24498853525233,2,snow,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_01,486.7896310111291,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_02,488.6603346818553,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_03,494.4983683025399,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_04,496.9939431808561,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_05,500.73457225300825,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_06,501.84250243748505,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_07,504.1983478321552,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_08,505.0833956186561,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_09,505.37652612857363,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_10,506.1286811043638,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_11,509.03791853042617,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_12,511.8428263897784,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_13,512.5976134414873,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_14,516.6970799706397,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_15,517.849877868654,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_16,523.8205923466784,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_17,528.8147102988789,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_18,532.5225243975455,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_19,533.9105293661661,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_20,537.0718400605505,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_21,540.3371641990893,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_22,544.1267438634834,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_23,545.8779557077518,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_24,547.2105826607116,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_25,549.9463194427096,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_26,552.5180492771499,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_27,555.0154651427005,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_28,556.9037626195745,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_29,558.5157920246788,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_30,559.7088812204204,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_03_31,561.3493624289055,3,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_01,562.8502426724118,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_02,565.8926593753735,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_03,568.4998077852293,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_04,571.6027358644885,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_05,573.7422790343593,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_06,574.7609600999674,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_07,576.9187692471421,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_08,578.6580679457259,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_09,581.0772408641759,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_10,581.7398118321653,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_11,581.0746134656838,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_12,582.4610353301758,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_13,582.9060519961314,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_14,583.770787253237,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_15,584.9631278566559,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_16,587.7796367041326,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_17,589.5785086187616,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_18,590.9937677935877,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_19,591.0405186603919,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_20,587.1095200603933,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_21,585.1033649444008,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_22,584.4974347804924,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_23,583.7266206056967,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_24,582.88893367116,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_25,585.4153320498507,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_26,587.0652899890314,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_27,587.0314940438585,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_28,584.0196093983144,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_29,582.6448089086066,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_04_30,580.1761378478428,4,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_01,578.3687964668618,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_02,575.8445877657185,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_03,573.2586274532576,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_04,571.6151485182991,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_05,565.6088299358596,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_06,561.1148544026431,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_07,555.5172628216046,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_08,545.7552764294774,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_09,538.3173586692185,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_10,531.9031980016342,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_11,522.2885117455661,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_12,514.2357562587138,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_13,505.59251574643133,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_14,499.41363705291667,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_15,494.2925513505436,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_16,489.9297376118639,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_17,486.3551237817607,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_18,479.1288530452491,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_19,474.19593281437494,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_20,468.48567682823887,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_21,460.156489330056,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_22,446.21277540537204,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_23,435.6333117284225,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_24,431.1750116773799,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_25,421.8320082428283,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_26,406.9947226746123,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_27,395.58490468044045,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_28,375.871807566041,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_29,362.60669211570314,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_30,348.7046166344438,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_05_31,335.6585133385814,5,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_01,322.2637654593801,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_02,311.33183233064494,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_03,303.5079627423845,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_04,296.1011917465193,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_05,281.7612034332116,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_06,269.8203980357203,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_07,259.0698429746801,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_08,248.98281933087875,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_09,237.90260126146612,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_10,227.7925505516287,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_11,219.62678209831523,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_12,213.55758466714383,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_13,199.4650555695623,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_14,187.74939210598268,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_15,178.60436749261535,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_16,169.8715525819075,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_17,164.57346337690103,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_18,160.4209454469499,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_19,158.60603576964408,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_20,155.7143371502747,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_21,150.18120001843224,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_22,146.7132500537471,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_23,145.22114036527157,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_24,142.9693630380592,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_25,140.32116104773996,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_26,140.65030892458245,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_27,141.2576948441575,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_28,141.40893094307512,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_29,140.19191539957288,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_06_30,139.29064290740445,6,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_01,138.02452076174188,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_02,135.88004852589577,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_03,134.01005985276706,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_04,132.21825062870843,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_05,130.62446372818144,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_06,129.40466141248712,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_07,128.75195229014136,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_08,128.11482471043442,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_09,127.57052594956724,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_10,126.94996923927168,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_11,126.0558573649889,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_12,125.96519444514784,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_13,125.6042827874793,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_14,125.4071668815046,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_15,125.26183887964268,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_16,124.8397785047922,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_17,124.50755984431517,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_18,124.31511002169253,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_19,124.37337466044194,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_20,124.26484338525414,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_21,123.8784692740022,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_22,124.01097646507108,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_23,123.61319064715435,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_24,123.48590097817383,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_25,123.72693248489601,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_26,124.01794179659639,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_27,125.03971372452372,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_28,124.72849082705405,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_29,124.64987996937191,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_30,124.22672189094011,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_07_31,123.81053114605754,7,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_01,123.91609597867875,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_02,124.17989635925498,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_03,124.21828644020641,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_04,124.04047561070406,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_05,123.68223478386825,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_06,123.49872466785177,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_07,123.01118849945912,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_08,123.24099140165507,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_09,122.53553874462735,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_10,121.64760934064446,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_11,121.16606842198998,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_12,121.05317221429877,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_13,120.94443360871405,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_14,121.0073147865158,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_15,121.08261798584971,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_16,121.36763519607558,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_17,121.6234710765699,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_18,121.30478554668821,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_19,120.97711328437275,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_20,121.19087825591357,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_21,121.02717147618435,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_22,120.80139529623887,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_23,120.91574618044073,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_24,121.28694620277027,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_25,122.97839812212982,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_26,123.59536019527458,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_27,123.92237701909052,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_28,123.65496262064944,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_29,122.81801139269054,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_30,122.30866535163128,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_08_31,121.94387892295173,8,leaf,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_01,122.3275685180374,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_02,123.22161102156863,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_03,124.1654006266537,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_04,126.47000562301031,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_05,129.31925403502697,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_06,133.2877953042668,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_07,136.33376001697224,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_08,140.86761341376157,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_09,143.09964255110472,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_10,144.13532348321152,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_11,146.27670629774138,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_12,147.63177612446486,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_13,147.32622488284682,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_14,145.19709506735853,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_15,143.33461212678142,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_16,139.5913558578328,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_17,138.0812668300257,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_18,137.56300714025724,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_19,136.7264399094456,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_20,134.4416326608768,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_21,129.6574555278206,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_22,131.58672986887714,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_23,134.88590200595857,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_24,132.3844250349901,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_25,132.9304594799827,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_26,137.49466239012096,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_27,146.75647885120404,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_28,157.06263999211507,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_29,172.2312579137084,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_09_30,185.73753532497025,9,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_01,209.78215794707978,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_02,229.17956131150743,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_03,254.01374056006748,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_04,276.1470680076747,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_05,288.6101694680219,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_06,300.73424319049326,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_07,308.9970397837413,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_08,322.7378840454507,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_09,334.9736909392935,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_10,342.09077525694005,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_11,355.60749255215546,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_12,360.5697801281962,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_13,364.61932279885986,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_14,367.7991779211046,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_15,367.437077914279,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_16,371.41736276121685,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_17,373.5828019615464,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_18,381.2380916804617,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_19,390.24604439356284,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_20,381.8798471544689,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_21,383.3501928942823,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_22,379.864904456032,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_23,380.73649074739114,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_24,365.59986989440256,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_25,362.3871636682725,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_26,359.88502060610955,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_27,356.159953939186,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_28,352.55197840613323,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_29,350.9930262660845,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_30,345.3085510659599,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_10_31,347.1390376543768,10,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_01,343.30062813746014,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_02,336.23307436470884,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_03,334.8970068595558,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_04,342.7093634823625,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_05,337.25888239676584,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_06,334.0118281530809,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_07,327.4328803714321,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_08,330.47826673595665,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_09,338.99335920827843,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_10,338.0187072682493,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_11,333.90155158971004,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_12,327.3740750623844,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_13,314.2885063031677,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_14,307.6597004316774,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_15,305.7799551659623,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_16,304.74523077298727,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_17,310.55141527583874,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_18,311.51035889760556,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_19,313.42188327817547,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_20,312.8855493640698,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
2006_11_21,314.2873797479911,11,transition,2006,"{""type"":""MultiPoint"",""coordinates"":[]}"
